raw_ts,ts,sn1,sn2,U,V,T,BatteryPct,BattV,BattC,VectorMag,VectorDir
23:11:01:17:39:58.117,2023-11-01T17:39:58.117Z,150,151,-0.38,-0.39,20.58,100.0,4.17,0.0,0.5445181356024793,44.25594079711129
23:11:01:17:39:58.316,2023-11-01T17:39:58.316Z,150,151,-0.23,-0.43,20.72,100.0,4.17,0.0,0.48764741360946434,28.141601232261735
23:11:01:17:39:58.520,2023-11-01T17:39:58.520Z,150,151,-0.16,-0.57,20.74,100.0,4.16,0.0,0.5920304046246273,15.679524122419252
23:11:01:17:39:58.719,2023-11-01T17:39:58.719Z,150,151,-0.45,-0.5,21.1,100.0,4.16,0.0,0.6726812023536856,41.987212495816664
23:11:01:17:39:58.918,2023-11-01T17:39:58.918Z,150,151,-0.54,-0.49,20.62,100.0,4.16,0.0,0.7291776189653657,47.77916686407207
23:11:01:17:39:59.117,2023-11-01T17:39:59.117Z,150,151,-0.44,-0.48,20.78,100.0,4.16,0.0,0.6511528238439882,42.51044707800088
23:11:01:17:39:59.316,2023-11-01T17:39:59.316Z,150,151,-0.47,-0.85,20.29,100.0,4.16,0.0,0.9712878049270462,28.94001269283939
23:11:01:17:39:59.520,2023-11-01T17:39:59.520Z,150,151,-0.65,-0.5,20.63,100.0,4.17,0.0,0.8200609733428363,52.43140797117252
23:11:01:17:39:59.719,2023-11-01T17:39:59.719Z,150,151,-0.66,-0.58,20.59,100.0,4.17,0.0,0.8786353054595518,48.69138598645128
23:11:01:17:39:59.918,2023-11-01T17:39:59.918Z,150,151,-0.52,-0.63,20.32,100.0,4.17,0.0,0.816884324736373,39.536157186763376
23:11:01:17:40:00.117,2023-11-01T17:40:00.117Z,150,151,-0.56,-0.64,20.32,100.0,4.17,0.0,0.850411665018772,41.18592516570965
23:11:01:17:40:00.316,2023-11-01T17:40:00.316Z,150,151,-0.82,-0.7,20.42,100.0,4.17,0.0,1.0781465577554843,49.51398845800128
23:11:01:17:40:00.520,2023-11-01T17:40:00.520Z,150,151,-0.35,-0.53,21.14,100.0,4.16,0.0,0.6351377803280167,33.43986920578226
23:11:01:17:40:00.719,2023-11-01T17:40:00.719Z,150,151,-0.31,-0.54,21.06,100.0,4.16,0.0,0.6226556030423239,29.859016164923105
23:11:01:17:40:00.918,2023-11-01T17:40:00.918Z,150,151,-0.39,-0.26,21.47,100.0,4.16,0.0,0.4687216658103186,56.30993247402023
23:11:01:17:40:01.117,2023-11-01T17:40:01.117Z,150,151,-0.4,-0.16,21.27,100.0,4.16,0.0,0.4308131845707604,68.19859051364818
23:11:01:17:40:01.316,2023-11-01T17:40:01.316Z,150,151,-0.36,-0.17,20.96,100.0,4.16,0.0,0.39812058474788764,64.72227776444703
23:11:01:17:40:01.520,2023-11-01T17:40:01.520Z,150,151,-0.33,-0.14,21.02,100.0,4.17,0.0,0.3584689665786984,67.0112831979194
23:11:01:17:40:01.719,2023-11-01T17:40:01.719Z,150,151,-0.2,0.01,21.88,100.0,4.17,0.0,0.2002498439450079,92.86240522611172
23:11:01:17:40:01.918,2023-11-01T17:40:01.918Z,150,151,-0.28,-0.14,21.57,100.0,4.17,0.0,0.31304951684997057,63.434948822922024
23:11:01:17:40:02.117,2023-11-01T17:40:02.117Z,150,151,-0.05,-0.19,21.15,100.0,4.17,0.0,0.19646882704388502,14.743562836470744
23:11:01:17:40:02.316,2023-11-01T17:40:02.316Z,150,151,0.2,-0.15,21.66,100.0,4.17,0.0,0.25,306.86989764584405
23:11:01:17:40:02.520,2023-11-01T17:40:02.520Z,150,151,0.17,-0.21,21.14,100.0,4.16,0.0,0.2701851217221259,321.00900595749454
23:11:01:17:40:02.719,2023-11-01T17:40:02.719Z,150,151,0.16,-0.27,20.93,100.0,4.16,0.0,0.3138470965295043,329.34933204294714
23:11:01:17:40:02.918,2023-11-01T17:40:02.918Z,150,151,-0.02,-0.09,21.64,100.0,4.16,0.0,0.09219544457292887,12.528807709151522
23:11:01:17:40:03.117,2023-11-01T17:40:03.117Z,150,151,0.16,-0.03,21.3,100.0,4.16,0.0,0.16278820596099708,280.61965527615513
23:11:01:17:40:03.316,2023-11-01T17:40:03.316Z,150,151,0.46,0.05,21.31,100.0,4.16,0.0,0.46270941205037097,263.79655209830815
23:11:01:17:40:03.520,2023-11-01T17:40:03.520Z,150,151,0.43,-0.12,20.98,100.0,4.17,0.0,0.44643028571099425,285.59281093926637
23:11:01:17:40:03.719,2023-11-01T17:40:03.719Z,150,151,0.61,-0.3,20.88,100.0,4.17,0.0,0.6797793759742936,296.18811069748085
23:11:01:17:40:03.918,2023-11-01T17:40:03.918Z,150,151,0.63,-0.29,20.31,100.0,4.17,0.0,0.6935416353759881,294.7174409110834
23:11:01:17:40:04.117,2023-11-01T17:40:04.117Z,150,151,0.42,-0.35,20.58,100.0,4.17,0.0,0.5467174773134658,309.8055710922652
23:11:01:17:40:04.316,2023-11-01T17:40:04.316Z,150,151,0.26,-0.35,20.63,100.0,4.17,0.0,0.4360045871318328,323.3929251873925
23:11:01:17:40:04.520,2023-11-01T17:40:04.520Z,150,151,0.37,-0.27,20.63,100.0,4.17,0.0,0.45803929962395146,306.1193408494798
23:11:01:17:40:04.719,2023-11-01T17:40:04.719Z,150,151,0.27,-0.27,21.1,100.0,4.17,0.0,0.3818376618407357,315.0
23:11:01:17:40:04.918,2023-11-01T17:40:04.918Z,150,151,0.19,-0.27,21.27,100.0,4.17,0.0,0.3301514803843836,324.86580694308435
23:11:01:17:40:05.117,2023-11-01T17:40:05.117Z,150,151,0.37,-0.24,21.1,100.0,4.17,0.0,0.4410215414239989,302.96940390346214
23:11:01:17:40:05.316,2023-11-01T17:40:05.316Z,150,151,0.42,-0.39,20.61,100.0,4.17,0.0,0.573149195236284,312.87890360333853
23:11:01:17:40:05.520,2023-11-01T17:40:05.520Z,150,151,0.6,-0.29,20.4,100.0,4.17,0.0,0.6664082832618454,295.7960264944999
23:11:01:17:40:05.719,2023-11-01T17:40:05.719Z,150,151,0.61,-0.25,20.84,100.0,4.17,0.0,0.6592419889539803,292.28558764683277
23:11:01:17:40:05.918,2023-11-01T17:40:05.918Z,150,151,0.44,-0.43,20.43,100.0,4.17,0.0,0.6152235366108809,314.3414568224364
23:11:01:17:40:06.117,2023-11-01T17:40:06.117Z,150,151,0.43,-0.42,20.08,100.0,4.17,0.0,0.6010823570859487,314.3259631020155
23:11:01:17:40:06.316,2023-11-01T17:40:06.316Z,150,151,0.6,-0.51,20.09,100.0,4.17,0.0,0.7874642849044012,310.3645365730974
23:11:01:17:40:06.520,2023-11-01T17:40:06.520Z,150,151,0.36,-0.56,20.26,100.0,4.17,0.0,0.6657326790837296,327.2647737278924
23:11:01:17:40:06.719,2023-11-01T17:40:06.719Z,150,151,0.33,-0.45,20.15,100.0,4.17,0.0,0.5580322571321482,323.74616226255523
23:11:01:17:40:06.918,2023-11-01T17:40:06.918Z,150,151,0.5,-0.59,19.72,100.0,4.17,0.0,0.7733692520394123,319.72013693104356
23:11:01:17:40:07.117,2023-11-01T17:40:07.117Z,150,151,0.4,-0.46,19.94,100.0,4.17,0.0,0.6095900261651268,318.9909130984298
23:11:01:17:40:07.316,2023-11-01T17:40:07.316Z,150,151,0.59,-0.3,20.47,100.0,4.17,0.0,0.6618912297349164,296.95217893122896
23:11:01:17:40:07.520,2023-11-01T17:40:07.520Z,150,151,0.5,-0.4,20.32,100.0,4.18,0.0,0.6403124237432849,308.6598082540901
23:11:01:17:40:07.719,2023-11-01T17:40:07.719Z,150,151,0.41,-0.47,20.04,100.0,4.18,0.0,0.623698645180507,318.9004937423819
23:11:01:17:40:07.918,2023-11-01T17:40:07.918Z,150,151,0.67,-0.39,20.1,100.0,4.18,0.0,0.7752418977325723,300.2032377549427
23:11:01:17:40:08.117,2023-11-01T17:40:08.117Z,150,151,0.64,-0.41,20.22,100.0,4.18,0.0,0.7600657866263946,302.6446401349165
23:11:01:17:40:08.316,2023-11-01T17:40:08.316Z,150,151,0.39,-0.52,20.05,100.0,4.18,0.0,0.65,323.13010235415595
23:11:01:17:40:08.520,2023-11-01T17:40:08.520Z,150,151,0.43,-0.46,19.7,100.0,4.17,0.0,0.6296824596572466,316.930587441167
23:11:01:17:40:08.719,2023-11-01T17:40:08.719Z,150,151,0.66,-0.47,19.96,100.0,4.17,0.0,0.810246875958186,305.45547443444184
23:11:01:17:40:08.918,2023-11-01T17:40:08.918Z,150,151,0.55,-0.5,19.78,100.0,4.17,0.0,0.7433034373659253,312.2736890060937
23:11:01:17:40:09.117,2023-11-01T17:40:09.117Z,150,151,0.66,-0.32,20.49,100.0,4.17,0.0,0.73348483283569,295.86635679409454
23:11:01:17:40:09.316,2023-11-01T17:40:09.316Z,150,151,0.64,-0.48,20.02,100.0,4.17,0.0,0.8,306.86989764584405
23:11:01:17:40:09.520,2023-11-01T17:40:09.520Z,150,151,0.62,-0.63,19.84,100.0,4.17,0.0,0.8839117603018981,315.4583564580004
23:11:01:17:40:09.719,2023-11-01T17:40:09.719Z,150,151,0.64,-0.5,19.91,100.0,4.17,0.0,0.8121576201698781,307.99873244250466
23:11:01:17:40:09.918,2023-11-01T17:40:09.918Z,150,151,0.56,-0.37,19.86,100.0,4.17,0.0,0.6711929677819933,303.45330945407267
23:11:01:17:40:10.117,2023-11-01T17:40:10.117Z,150,151,0.65,-0.52,19.65,100.0,4.17,0.0,0.8324061508662703,308.6598082540901
23:11:01:17:40:10.316,2023-11-01T17:40:10.316Z,150,151,0.73,-0.47,19.89,100.0,4.17,0.0,0.8682165628459295,302.77487732426425
23:11:01:17:40:10.520,2023-11-01T17:40:10.520Z,150,151,0.65,-0.51,19.74,100.0,4.17,0.0,0.826196102629394,308.11827636936306
23:11:01:17:40:10.719,2023-11-01T17:40:10.719Z,150,151,0.45,-0.34,20.57,100.0,4.17,0.0,0.564003546088143,307.0730733173104
23:11:01:17:40:10.918,2023-11-01T17:40:10.918Z,150,151,0.26,-0.29,21.55,100.0,4.17,0.0,0.3894868418830089,318.1221304621157
23:11:01:17:40:11.117,2023-11-01T17:40:11.117Z,150,151,0.3,-0.1,21.89,100.0,4.17,0.0,0.31622776601683794,288.434948822922
23:11:01:17:40:11.316,2023-11-01T17:40:11.316Z,150,151,0.39,-0.24,21.37,100.0,4.17,0.0,0.45793012567421243,301.6075022462489
23:11:01:17:40:11.520,2023-11-01T17:40:11.520Z,150,151,0.28,-0.41,20.81,100.0,4.16,0.0,0.49648766349225637,325.66978280449666
23:11:01:17:40:11.719,2023-11-01T17:40:11.719Z,150,151,0.07,-0.35,20.99,100.0,4.16,0.0,0.35693136595149494,348.69006752597977
23:11:01:17:40:11.918,2023-11-01T17:40:11.918Z,150,151,0.15,-0.25,20.79,100.0,4.16,0.0,0.291547594742265,329.0362434679265
23:11:01:17:40:12.117,2023-11-01T17:40:12.117Z,150,151,0.33,-0.33,20.31,100.0,4.16,0.0,0.4666904755831214,315.0
23:11:01:17:40:12.316,2023-11-01T17:40:12.316Z,150,151,0.26,-0.32,20.35,100.0,4.16,0.0,0.41231056256176607,320.9061411137705
23:11:01:17:40:12.520,2023-11-01T17:40:12.520Z,150,151,0.19,-0.54,20.42,100.0,4.18,0.0,0.5724508712544685,340.61548432064217
23:11:01:17:40:12.719,2023-11-01T17:40:12.719Z,150,151,0.2,-0.32,20.55,100.0,4.18,0.0,0.37735924528226417,327.9946167919165
23:11:01:17:40:12.918,2023-11-01T17:40:12.918Z,150,151,0.1,-0.24,20.66,100.0,4.18,0.0,0.26,337.38013505195954
23:11:01:17:40:13.117,2023-11-01T17:40:13.117Z,150,151,0.1,-0.18,21.06,100.0,4.18,0.0,0.20591260281974,330.94539590092285
23:11:01:17:40:13.316,2023-11-01T17:40:13.316Z,150,151,-0.12,-0.17,21.26,100.0,4.18,0.0,0.20808652046684814,35.21759296819272
23:11:01:17:40:13.520,2023-11-01T17:40:13.520Z,150,151,-0.29,-0.14,20.97,100.0,4.17,0.0,0.3220248437620924,64.23067237566124
23:11:01:17:40:13.719,2023-11-01T17:40:13.719Z,150,151,-0.19,-0.13,21.13,100.0,4.17,0.0,0.23021728866442678,55.61965527615513
23:11:01:17:40:13.918,2023-11-01T17:40:13.918Z,150,151,-0.17,-0.12,21.59,100.0,4.17,0.0,0.20808652046684814,54.78240703180734
23:11:01:17:40:14.117,2023-11-01T17:40:14.117Z,150,151,-0.34,-0.09,21.42,100.0,4.17,0.0,0.3517101079013795,75.17352002964435
23:11:01:17:40:14.316,2023-11-01T17:40:14.316Z,150,151,-0.19,-0.06,21.3,100.0,4.17,0.0,0.19924858845171275,72.47443162627712
23:11:01:17:40:14.520,2023-11-01T17:40:14.520Z,150,151,-0.2,-0.34,20.35,100.0,4.17,0.0,0.3944616584663204,30.465544919459887
23:11:01:17:40:14.719,2023-11-01T17:40:14.719Z,150,151,-0.13,-0.27,20.56,100.0,4.17,0.0,0.29966648127543394,25.709953780811247
23:11:01:17:40:14.918,2023-11-01T17:40:14.918Z,150,151,-0.28,-0.19,21.01,100.0,4.17,0.0,0.33837848631377265,55.840305454330576
23:11:01:17:40:15.117,2023-11-01T17:40:15.117Z,150,151,-0.43,-0.38,20.42,100.0,4.17,0.0,0.5738466694161429,48.532294583890916
23:11:01:17:40:15.316,2023-11-01T17:40:15.316Z,150,151,-0.51,-0.38,20.41,100.0,4.17,0.0,0.6360031446463138,53.31027716752419
23:11:01:17:40:15.520,2023-11-01T17:40:15.520Z,150,151,-0.42,-0.43,20.71,100.0,4.17,0.0,0.6010823570859487,44.32596310201552
23:11:01:17:40:15.719,2023-11-01T17:40:15.719Z,150,151,-0.53,-0.43,20.62,100.0,4.17,0.0,0.6824954212300621,50.946863053973516
23:11:01:17:40:15.918,2023-11-01T17:40:15.918Z,150,151,-0.49,-0.42,20.63,100.0,4.17,0.0,0.6453681120105021,49.39870535499551
23:11:01:17:40:16.117,2023-11-01T17:40:16.117Z,150,151,-0.34,-0.48,20.42,100.0,4.17,0.0,0.5882176467941097,35.31121343963321
23:11:01:17:40:16.316,2023-11-01T17:40:16.316Z,150,151,-0.4,-0.47,20.3,100.0,4.17,0.0,0.617170964968379,40.39990433373674
23:11:01:17:40:16.520,2023-11-01T17:40:16.520Z,150,151,-0.15,-0.61,19.91,100.0,4.17,0.0,0.6281719509815764,13.815025341261617
23:11:01:17:40:16.719,2023-11-01T17:40:16.719Z,150,151,-0.02,-0.53,19.73,100.0,4.17,0.0,0.5303772242470448,2.1610794882263917
23:11:01:17:40:16.918,2023-11-01T17:40:16.918Z,150,151,-0.01,-0.45,19.74,100.0,4.17,0.0,0.45011109739707594,1.2730300200566944
23:11:01:17:40:17.117,2023-11-01T17:40:17.117Z,150,151,-0.07,-0.48,19.77,100.0,4.17,0.0,0.4850773134253961,8.297144969836893
23:11:01:17:40:17.316,2023-11-01T17:40:17.316Z,150,151,-0.2,-0.44,20.05,100.0,4.17,0.0,0.4833218389437829,24.44395478041656
23:11:01:17:40:17.520,2023-11-01T17:40:17.520Z,150,151,-0.26,-0.3,20.24,100.0,4.17,0.0,0.3969886648255842,40.914383220025115
23:11:01:17:40:17.719,2023-11-01T17:40:17.719Z,150,151,-0.2,-0.37,20.39,100.0,4.17,0.0,0.4205948168962618,28.393019421382974
23:11:01:17:40:17.918,2023-11-01T17:40:17.918Z,150,151,-0.14,-0.4,19.86,100.0,4.17,0.0,0.42379240200834184,19.290046219188753
23:11:01:17:40:18.117,2023-11-01T17:40:18.117Z,150,151,-0.16,-0.33,19.93,100.0,4.17,0.0,0.366742416417845,25.866356794094543
23:11:01:17:40:18.316,2023-11-01T17:40:18.316Z,150,151,-0.22,-0.32,20.55,100.0,4.17,0.0,0.388329756778952,34.508522987668414
23:11:01:17:40:18.520,2023-11-01T17:40:18.520Z,150,151,-0.37,-0.34,20.7,100.0,4.17,0.0,0.5024937810560445,47.419509216656365
23:11:01:17:40:18.719,2023-11-01T17:40:18.719Z,150,151,-0.48,-0.23,20.55,100.0,4.17,0.0,0.5322593352868505,64.39781244855823
23:11:01:17:40:18.918,2023-11-01T17:40:18.918Z,150,151,-0.53,-0.25,21.12,100.0,4.17,0.0,0.5860034129593445,64.7468366054261
23:11:01:17:40:19.117,2023-11-01T17:40:19.117Z,150,151,-0.45,-0.34,20.96,100.0,4.17,0.0,0.564003546088143,52.926926682689555
23:11:01:17:40:19.316,2023-11-01T17:40:19.316Z,150,151,-0.5,-0.37,20.47,100.0,4.17,0.0,0.6220128616033594,53.49855887949366
23:11:01:17:40:19.520,2023-11-01T17:40:19.520Z,150,151,-0.33,-0.45,19.94,100.0,4.16,0.0,0.5580322571321482,36.25383773744477
23:11:01:17:40:19.719,2023-11-01T17:40:19.719Z,150,151,-0.14,-0.52,19.88,100.0,4.16,0.0,0.5385164807134505,15.068488159492233
23:11:01:17:40:19.918,2023-11-01T17:40:19.918Z,150,151,-0.25,-0.49,19.74,100.0,4.16,0.0,0.5500909015790026,27.030860259842996
23:11:01:17:40:20.117,2023-11-01T17:40:20.117Z,150,151,-0.26,-0.53,19.73,100.0,4.16,0.0,0.5903388857258177,26.131000544938615
23:11:01:17:40:20.316,2023-11-01T17:40:20.316Z,150,151,-0.25,-0.54,19.7,100.0,4.16,0.0,0.5950630218724736,24.842389105455197
23:11:01:17:40:20.520,2023-11-01T17:40:20.520Z,150,151,-0.21,-0.5,19.69,100.0,4.17,0.0,0.54230987451825,22.782405730481685
23:11:01:17:40:20.719,2023-11-01T17:40:20.719Z,150,151,-0.3,-0.31,20.3,100.0,4.17,0.0,0.4313930922024598,44.06080905426444
23:11:01:17:40:20.918,2023-11-01T17:40:20.918Z,150,151,-0.33,-0.3,20.81,100.0,4.17,0.0,0.4459820624195552,47.72631099390628
23:11:01:17:40:21.117,2023-11-01T17:40:21.117Z,150,151,-0.37,-0.35,20.92,100.0,4.17,0.0,0.5093132631298737,46.591140271194604
23:11:01:17:40:21.316,2023-11-01T17:40:21.316Z,150,151,-0.41,-0.28,20.96,100.0,4.17,0.0,0.49648766349225637,55.66978280449666
23:11:01:17:40:21.520,2023-11-01T17:40:21.520Z,150,151,-0.34,-0.29,20.79,100.0,4.17,0.0,0.4468780594300866,49.53777250790665
23:11:01:17:40:21.719,2023-11-01T17:40:21.719Z,150,151,-0.26,-0.37,20.71,100.0,4.17,0.0,0.4522167621838005,35.09581678702614
23:11:01:17:40:21.918,2023-11-01T17:40:21.918Z,150,151,-0.2,-0.35,20.79,100.0,4.17,0.0,0.40311288741492746,29.744881296942253
23:11:01:17:40:22.117,2023-11-01T17:40:22.117Z,150,151,-0.18,-0.36,20.98,100.0,4.17,0.0,0.40249223594996214,26.565051177077976
23:11:01:17:40:22.316,2023-11-01T17:40:22.316Z,150,151,-0.36,-0.35,21.55,100.0,4.17,0.0,0.5020956084253276,45.80692945510236
23:11:01:17:40:22.520,2023-11-01T17:40:22.520Z,150,151,-0.37,-0.25,21.15,100.0,4.16,0.0,0.44654227123532214,55.954062643398345
23:11:01:17:40:22.719,2023-11-01T17:40:22.719Z,150,151,-0.32,0.04,20.82,100.0,4.16,0.0,0.322490309931942,97.1250163489018
23:11:01:17:40:22.918,2023-11-01T17:40:22.918Z,150,151,-0.35,0.05,20.66,100.0,4.16,0.0,0.35355339059327373,98.13010235415598
23:11:01:17:40:23.117,2023-11-01T17:40:23.117Z,150,151,-0.08,-0.19,21.32,100.0,4.16,0.0,0.20615528128088303,22.833654177917538
23:11:01:17:40:23.316,2023-11-01T17:40:23.316Z,150,151,0.03,-0.34,20.01,100.0,4.16,0.0,0.34132096331752027,354.9575489308291
23:11:01:17:40:23.520,2023-11-01T17:40:23.520Z,150,151,0.16,-0.3,19.73,100.0,4.17,0.0,0.33999999999999997,331.92751306414704
23:11:01:17:40:23.719,2023-11-01T17:40:23.719Z,150,151,0.26,-0.21,19.66,100.0,4.17,0.0,0.33421549934136807,308.9275435927923
23:11:01:17:40:23.918,2023-11-01T17:40:23.918Z,150,151,0.32,-0.19,19.99,100.0,4.17,0.0,0.3721558813185679,300.6997225508144
23:11:01:17:40:24.117,2023-11-01T17:40:24.117Z,150,151,0.28,-0.21,19.98,100.0,4.17,0.0,0.35,306.86989764584405
23:11:01:17:40:24.316,2023-11-01T17:40:24.316Z,150,151,0.32,-0.14,19.97,100.0,4.17,0.0,0.3492849839314596,293.6293777306568
23:11:01:17:40:24.520,2023-11-01T17:40:24.520Z,150,151,0.29,-0.12,20.54,100.0,4.16,0.0,0.3138470965295043,292.4794343971031
23:11:01:17:40:24.719,2023-11-01T17:40:24.719Z,150,151,0.33,-0.06,20.46,100.0,4.16,0.0,0.33541019662496846,280.304846468766
23:11:01:17:40:24.918,2023-11-01T17:40:24.918Z,150,151,0.23,-0.06,20.56,100.0,4.16,0.0,0.23769728648009425,284.6208739886317
23:11:01:17:40:25.117,2023-11-01T17:40:25.117Z,150,151,0.25,-0.03,20.92,100.0,4.16,0.0,0.25179356624028343,276.84277341263095
23:11:01:17:40:25.316,2023-11-01T17:40:25.316Z,150,151,0.24,-0.05,20.75,100.0,4.16,0.0,0.24515301344262524,281.76828893202065
23:11:01:17:40:25.520,2023-11-01T17:40:25.520Z,150,151,0.19,-0.05,20.53,100.0,4.17,0.0,0.19646882704388502,284.74356283647074
23:11:01:17:40:25.719,2023-11-01T17:40:25.719Z,150,151,0.29,-0.09,20.84,100.0,4.17,0.0,0.30364452901377953,287.24145939894
23:11:01:17:40:25.918,2023-11-01T17:40:25.918Z,150,151,0.16,-0.08,21.28,100.0,4.17,0.0,0.17888543819998318,296.565051177078
23:11:01:17:40:26.117,2023-11-01T17:40:26.117Z,150,151,0.27,-0.02,21.59,100.0,4.17,0.0,0.2707397274136177,274.2363947990588
23:11:01:17:40:26.316,2023-11-01T17:40:26.316Z,150,151,0.32,-0.01,22.21,100.0,4.17,0.0,0.32015621187164245,271.7899106082461
23:11:01:17:40:26.520,2023-11-01T17:40:26.520Z,150,151,0.32,-0.07,21.36,100.0,4.16,0.0,0.327566787083184,282.3390872783262
23:11:01:17:40:26.719,2023-11-01T17:40:26.719Z,150,151,0.31,-0.06,20.88,100.0,4.16,0.0,0.3157530680769389,280.95406264339834
23:11:01:17:40:26.918,2023-11-01T17:40:26.918Z,150,151,0.38,0.15,21.09,100.0,4.16,0.0,0.40853396431630995,248.45902408146156
23:11:01:17:40:27.117,2023-11-01T17:40:27.117Z,150,151,0.18,-0.07,21.87,100.0,4.16,0.0,0.19313207915827965,291.25050550713325
23:11:01:17:40:27.316,2023-11-01T17:40:27.316Z,150,151,0.02,0.04,22.77,100.0,4.16,0.0,0.044721359549995794,206.56505117707798
23:11:01:17:40:27.520,2023-11-01T17:40:27.520Z,150,151,0.06,0.05,23.22,100.0,4.18,0.0,0.07810249675906655,230.1944289077348
23:11:01:17:40:27.719,2023-11-01T17:40:27.719Z,150,151,0.04,-0.03,23.21,100.0,4.18,0.0,0.05,306.86989764584405
23:11:01:17:40:27.918,2023-11-01T17:40:27.918Z,150,151,-0.05,0.02,23.22,100.0,4.18,0.0,0.05385164807134505,111.80140948635182
23:11:01:17:40:28.117,2023-11-01T17:40:28.117Z,150,151,-0.14,-0.14,23.0,100.0,4.18,0.0,0.19798989873223333,45.0
23:11:01:17:40:28.316,2023-11-01T17:40:28.316Z,150,151,-0.12,-0.03,22.31,100.0,4.18,0.0,0.12369316876852982,75.96375653207349
23:11:01:17:40:28.520,2023-11-01T17:40:28.520Z,150,151,0.15,-0.02,21.78,100.0,4.16,0.0,0.15132745950421556,277.59464336859145
23:11:01:17:40:28.719,2023-11-01T17:40:28.719Z,150,151,0.49,-0.06,20.22,100.0,4.16,0.0,0.49365980188789926,276.9810574068298
23:11:01:17:40:28.918,2023-11-01T17:40:28.918Z,150,151,0.46,-0.08,19.81,100.0,4.16,0.0,0.4669047011971501,279.86580694308435
23:11:01:17:40:29.117,2023-11-01T17:40:29.117Z,150,151,0.51,-0.16,19.74,100.0,4.16,0.0,0.5345091205957107,287.4179707922028
23:11:01:17:40:29.316,2023-11-01T17:40:29.316Z,150,151,0.52,-0.16,19.57,100.0,4.16,0.0,0.5440588203494178,287.10272896905235
23:11:01:17:40:29.520,2023-11-01T17:40:29.520Z,150,151,0.48,-0.02,19.59,100.0,4.17,0.0,0.48041648597857256,272.3859440303888
23:11:01:17:40:29.719,2023-11-01T17:40:29.719Z,150,151,0.46,-0.01,19.51,100.0,4.17,0.0,0.46010868281309364,271.2453642667683
23:11:01:17:40:29.918,2023-11-01T17:40:29.918Z,150,151,0.39,-0.04,19.65,100.0,4.17,0.0,0.3920459156782532,275.85601358542897
23:11:01:17:40:30.117,2023-11-01T17:40:30.117Z,150,151,0.32,-0.16,19.95,100.0,4.17,0.0,0.35777087639996635,296.565051177078
23:11:01:17:40:30.316,2023-11-01T17:40:30.316Z,150,151,0.17,0.08,20.48,100.0,4.17,0.0,0.18788294228055938,244.79887635452494
23:11:01:17:40:30.520,2023-11-01T17:40:30.520Z,150,151,0.07,-0.31,20.31,100.0,4.17,0.0,0.3178049716414141,347.2756443145776
23:11:01:17:40:30.719,2023-11-01T17:40:30.719Z,150,151,0.06,-0.23,20.16,100.0,4.17,0.0,0.23769728648009425,345.3791260113683
23:11:01:17:40:30.918,2023-11-01T17:40:30.918Z,150,151,0.12,-0.2,19.63,100.0,4.17,0.0,0.23323807579381203,329.0362434679265
23:11:01:17:40:31.117,2023-11-01T17:40:31.117Z,150,151,0.02,-0.44,19.37,100.0,4.17,0.0,0.4404543109109048,357.3974377975002
23:11:01:17:40:31.316,2023-11-01T17:40:31.316Z,150,151,0.14,-0.42,19.23,100.0,4.17,0.0,0.4427188724235731,341.565051177078
23:11:01:17:40:31.520,2023-11-01T17:40:31.520Z,150,151,0.34,-0.28,19.19,100.0,4.17,0.0,0.44045431091090487,309.4724598483438
23:11:01:17:40:31.719,2023-11-01T17:40:31.719Z,150,151,0.39,-0.03,20.07,100.0,4.17,0.0,0.39115214431215894,274.3987053549955
23:11:01:17:40:31.918,2023-11-01T17:40:31.918Z,150,151,0.41,-0.05,20.23,100.0,4.17,0.0,0.41303752856126763,276.9529574681739
23:11:01:17:40:32.117,2023-11-01T17:40:32.117Z,150,151,0.3,0.12,19.62,100.0,4.17,0.0,0.32310988842807026,248.19859051364818
23:11:01:17:40:32.316,2023-11-01T17:40:32.316Z,150,151,0.36,0.26,19.34,100.0,4.17,0.0,0.4440720662234903,234.1623470457217
23:11:01:17:40:32.520,2023-11-01T17:40:32.520Z,150,151,0.49,0.25,20.01,100.0,4.17,0.0,0.5500909015790026,242.969139740157
23:11:01:17:40:32.719,2023-11-01T17:40:32.719Z,150,151,0.42,0.2,19.97,100.0,4.17,0.0,0.46518813398452025,244.53665493812838
23:11:01:17:40:32.918,2023-11-01T17:40:32.918Z,150,151,0.27,0.24,20.32,100.0,4.17,0.0,0.36124783736376886,228.3664606634298
23:11:01:17:40:33.117,2023-11-01T17:40:33.117Z,150,151,0.22,0.19,20.58,100.0,4.17,0.0,0.2906888370749727,229.1849161251184
23:11:01:17:40:33.316,2023-11-01T17:40:33.316Z,150,151,0.18,0.2,21.02,100.0,4.17,0.0,0.26907248094147423,221.98721249581666
23:11:01:17:40:33.520,2023-11-01T17:40:33.520Z,150,151,0.18,0.12,21.27,100.0,4.17,0.0,0.21633307652783934,236.30993247402023
23:11:01:17:40:33.719,2023-11-01T17:40:33.719Z,150,151,0.19,0.2,21.42,100.0,4.17,0.0,0.2758622844826744,223.53119928561418
23:11:01:17:40:33.918,2023-11-01T17:40:33.918Z,150,151,0.38,0.29,20.86,100.0,4.17,0.0,0.4780167361086848,232.65065095535942
23:11:01:17:40:34.117,2023-11-01T17:40:34.117Z,150,151,0.39,0.51,20.55,100.0,4.17,0.0,0.6420280367709809,217.40535663140855
